,Unnamed: 0,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_11,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,DAYS_EMPLOYED_ANOM,CREDIT_INCOME_RATIO,ANNUITY_INCOME_RATIO,INCOME_ANNUITY_DIFF,CREDIT_GOODS_RATIO,CREDIT_GOODS_DIFF,CREDIT_TERM,DAYS_EMPLOYED_RATIO,FLAG_CONTACTS_SUM,CNT_NON_CHILDREN,CHILDREN_INCOME_RATIO,PER_CAPITA_INCOME,FLAG_REGIONS,SUM_FLAGS_DOCUMENTS
36,36,100043,0,Cash loans,F,0,1,2,198000.0,641173.5,23157.0,553500.0,Unaccompanied,Commercial associate,1,Married,House / apartment,0.01885,-17199,-768.0,-63.0,-735,,1,1,1,1,1,0,Private service staff,4.0,2,2,3,13,0,0,0,0,0,0,Other,0.8427634659543568,0.6816988025574287,0.7544061731797895,0.0,0.0,0.0,0.0,-2411.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,False,3.2382499998364516,0.11695454544863865,174843.0,1.1583983739628114,87673.50001,27.688107255824107,0.04465375896543622,5,2.0,1.010101010049995e-05,39600.0,0,1
37,37,100044,0,Cash loans,M,0,1,0,121500.0,454500.0,15151.5,454500.0,Unaccompanied,Working,1,Married,House / apartment,0.030755,-21077,-1288.0,-5474.0,-4270,,1,1,0,1,1,0,Drivers,2.0,2,2,4,10,0,0,0,0,1,1,Transport: type 4,0.8045861213121414,0.7197985370372056,0.722392890081304,0.0,0.0,0.0,0.0,-1541.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,False,3.740740740432861,0.12470370369344005,106348.5,0.9999999999779976,1e-05,29.997029977231943,0.06110926605356989,4,2.0,0.0,40500.0,2,1
38,38,100045,0,Cash loans,F,0,1,0,99000.0,247275.0,17338.5,225000.0,Unaccompanied,Pensioner,1,Married,House / apartment,0.006207,-23920,,-9817.0,-4969,,1,0,0,1,1,0,XNA,2.0,2,2,4,11,0,0,0,0,0,0,XNA,,0.6507647995068742,0.7517237147741489,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,True,2.497727272474977,0.1751363636186731,81661.5,1.0989999999511555,22275.00001,14.26161431827343,,3,2.0,0.0,33000.0,0,1
39,39,100046,0,Revolving loans,M,1,1,0,180000.0,540000.0,27000.0,540000.0,Unaccompanied,Working,3,Married,House / apartment,0.025164,-16126,-1761.0,-8236.0,-4292,3.0,1,1,0,1,0,0,Managers,2.0,2,2,1,8,0,0,0,0,0,0,Business Entity Type 3,,0.7380532835697358,0.6058362647264226,1.0,0.0,1.0,0.0,-540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,False,2.9999999998333333,0.1499999999916667,153000.0,0.9999999999814816,1e-05,19.999999992592596,0.10920253014337253,3,2.0,0.0,60000.0,0,0
40,40,100047,1,Cash loans,M,0,1,0,202500.0,1193580.0,35028.0,855000.0,Unaccompanied,Commercial associate,1,Married,House / apartment,0.025164,-17482,-1262.0,-1182.0,-1029,,1,1,0,1,0,0,Laborers,2.0,2,2,1,9,0,0,0,0,0,0,Business Entity Type 3,,0.30684058604830505,0.3201633668633456,0.0,0.0,0.0,0.0,-1075.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,4.0,False,5.89422222193115,0.17297777776923567,167472.0,1.3959999999836723,338580.00001,34.07502568400279,0.07218853682198177,3,2.0,0.0,67500.0,0,1
41,41,100048,0,Cash loans,F,0,1,0,202500.0,604152.0,29196.0,540000.0,Unaccompanied,Working,1,Married,House / apartment,0.009175,-16971,-475.0,-3148.0,-513,,1,1,0,1,1,0,Laborers,2.0,2,2,0,12,0,1,1,0,1,1,Industry: type 1,,0.03731523556121631,,4.0,0.0,4.0,0.0,-458.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,False,2.9834666665193352,0.1441777777706579,173304.0,1.1187999999792817,64152.00001,20.692971632863074,0.027988922295674342,4,2.0,0.0,67500.0,4,1
42,42,100049,1,Cash loans,F,0,0,0,135000.0,288873.0,16258.5,238500.0,Unaccompanied,Working,1,Civil marriage,House / apartment,0.007305,-13384,-3597.0,-45.0,-4409,,1,1,1,1,1,0,Sales staff,2.0,3,3,3,11,0,0,0,0,0,0,Self-employed,0.4682080567974757,0.6742032101473874,0.3996756156233169,1.0,0.0,1.0,0.0,-1480.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,2.1397999998414963,0.12043333332441235,118741.5,1.2112075471190271,50373.00001,17.76750621658363,0.2687537360047473,5,2.0,0.0,45000.0,0,1
43,43,100050,0,Cash loans,F,0,1,0,108000.0,746280.0,42970.5,675000.0,Unaccompanied,Pensioner,3,Single / not married,House / apartment,0.010966,-23548,,-5745.0,-4576,,1,0,0,1,0,0,XNA,1.0,2,2,2,9,0,0,0,0,0,0,XNA,,0.7661378050275851,0.6848276586890367,0.0,0.0,0.0,0.0,-491.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,True,6.909999999360185,0.3978749999631597,65029.5,1.1055999999836208,71280.00001,17.36726358376857,,2,1.0,0.0,54000.0,0,1
44,44,100051,0,Cash loans,M,0,1,0,202500.0,661702.5,48280.5,598500.0,Unaccompanied,Working,1,Civil marriage,House / apartment,0.007114,-9827,-758.0,-4166.0,-2380,,1,1,1,1,0,0,XNA,2.0,2,2,2,12,0,0,0,0,1,1,Business Entity Type 3,,0.6315186311742824,,1.0,0.0,1.0,0.0,-556.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,3.2676666665053005,0.2384222222104483,154219.5,1.1056015037409257,63202.50001,13.705377944779904,0.07713442564071886,4,2.0,0.0,67500.0,2,1
45,45,100052,0,Revolving loans,F,0,1,1,90000.0,180000.0,9000.0,180000.0,Family,Working,1,Civil marriage,House / apartment,0.009334,-7974,-895.0,-6591.0,-642,,1,1,1,1,0,0,Sales staff,3.0,2,2,0,10,0,0,0,0,0,0,Self-employed,,0.535542260363498,,1.0,1.0,1.0,1.0,-462.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,1.9999999997777775,0.09999999998888888,81000.0,0.9999999999444446,1e-05,19.999999977777783,0.11223977942342586,4,2.0,1.1111111109876542e-05,22500.0,0,0
46,46,100053,0,Cash loans,F,0,1,0,202500.0,305221.5,17649.0,252000.0,Family,Pensioner,1,Single / not married,House / apartment,0.019688999999999998,-20373,,-7760.0,-1993,,1,0,0,1,0,0,XNA,1.0,2,2,0,8,0,0,0,0,0,0,XNA,,0.24766471733561626,0.475849908720221,0.0,0.0,0.0,0.0,-649.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0,True,1.507266666592234,0.08715555555125158,184851.0,1.2111964285233652,53221.50001,17.293982652108344,,2,1.0,0.0,101250.0,0,1
47,47,100054,0,Cash loans,F,0,1,0,99000.0,260640.0,26838.0,225000.0,Unaccompanied,Working,1,Married,House / apartment,0.022625,-20121,-5332.0,-9197.0,-3283,,1,1,1,1,1,0,Medicine staff,2.0,2,2,2,16,0,0,0,0,1,1,Business Entity Type 3,,0.08924065344241718,0.7281412993111438,4.0,0.0,4.0,0.0,-1247.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,2.6327272724613406,0.2710909090635262,72162.0,1.1583999999485155,35640.00001,9.711602947420971,0.2649967696759588,5,2.0,0.0,33000.0,2,1
48,48,100055,0,Cash loans,F,0,0,0,130500.0,1350000.0,37255.5,1350000.0,Unaccompanied,State servant,1,Married,House / apartment,0.020713,-19727,-4411.0,-6225.0,-3199,,1,1,1,1,1,0,Managers,2.0,3,3,3,10,0,0,0,0,0,0,Government,0.7104273289168539,0.5891866296961207,0.4668640059537032,0.0,0.0,0.0,0.0,-784.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,10.344827585414189,0.2854827585988136,93244.5,0.9999999999925924,1e-05,36.236260408198454,0.2236021697285964,5,2.0,0.0,43500.0,0,1
49,49,100056,0,Cash loans,M,1,1,0,360000.0,1506816.0,49927.5,1350000.0,Unaccompanied,Working,1,Married,House / apartment,0.010006000000000001,-18264,-9523.0,-5504.0,-1797,3.0,1,1,0,1,0,0,Laborers,2.0,2,2,3,10,0,0,0,0,1,1,Transport: type 2,,0.5239340474953537,,1.0,1.0,1.0,1.0,-1498.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,4.185599999883733,0.13868749999614755,310072.5,1.116159999991732,156816.00001,30.18008111157577,0.5214082350642839,3,2.0,0.0,120000.0,2,1
50,50,100058,0,Revolving loans,F,0,1,0,54000.0,135000.0,6750.0,135000.0,Unaccompanied,State servant,3,Married,House / apartment,0.014519999999999996,-12406,-1176.0,-1149.0,-2576,,1,1,0,0,0,0,Core staff,2.0,2,2,3,9,0,0,0,0,0,0,School,0.6562248044601879,0.4508497225560816,0.4794489811780563,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.499999999537037,0.12499999997685185,47250.0,0.9999999999259259,1e-05,19.99999997037037,0.0947928422495509,2,2.0,0.0,18000.0,0,2
51,51,100059,0,Cash loans,M,1,1,1,540000.0,675000.0,34596.0,675000.0,Unaccompanied,Commercial associate,3,Married,House / apartment,0.026392000000000002,-18632,-6977.0,-3904.0,-1937,7.0,1,1,0,1,1,0,Managers,3.0,2,2,1,10,0,0,0,0,0,0,Services,0.3115099249880457,0.7133545848531052,0.3092753558842053,2.0,0.0,2.0,0.0,-1285.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3.0,False,1.2499999999768518,0.06406666666548025,505404.0,0.9999999999851852,1e-05,19.51092611298678,0.3744632891661997,4,2.0,1.8518518518175583e-06,135000.0,0,1
52,52,100060,0,Cash loans,M,1,0,0,76500.0,454500.0,14661.0,454500.0,Unaccompanied,Working,1,Married,House / apartment,0.028663,-12282,-778.0,-1824.0,-1992,13.0,1,1,1,1,0,0,XNA,2.0,2,2,1,10,0,0,0,0,0,0,Emergency,0.24456163253546154,0.705947456699447,0.7992967832109371,4.0,0.0,4.0,0.0,-466.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,False,5.9411764698116105,0.1916470587984775,61839.0,0.9999999999779976,1e-05,31.000613852397095,0.06334473217989313,4,2.0,0.0,25500.0,0,1
53,53,100061,0,Cash loans,F,0,1,2,225000.0,314055.0,16164.0,238500.0,Unaccompanied,Commercial associate,3,Married,House / apartment,0.006629,-10473,-1392.0,-2025.0,-1240,,1,1,0,1,0,0,Core staff,4.0,2,2,3,3,0,0,0,1,1,0,Self-employed,0.18959579955018274,0.7029791046049891,0.7016957740576931,0.0,0.0,0.0,0.0,-570.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,False,1.3957999999379644,0.07183999999680711,208836.0,1.3167924527749773,75555.00001,19.429287293102398,0.13291320551218674,3,2.0,8.888888888493827e-06,45000.0,2,1
54,54,100062,0,Cash loans,M,1,0,0,81000.0,675000.0,32472.0,675000.0,Unaccompanied,Pensioner,1,Married,House / apartment,0.010006000000000001,-18611,,-6936.0,-2142,8.0,1,0,0,1,1,0,XNA,2.0,2,2,1,17,0,0,0,0,0,0,XNA,,0.6628649268152181,0.7380196196295241,0.0,0.0,0.0,0.0,-462.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,True,8.333333332304528,0.4008888888393965,48528.0,0.9999999999851852,1e-05,20.787139683177163,,3,2.0,0.0,27000.0,0,1
55,55,100063,0,Cash loans,F,0,1,0,180000.0,837427.5,45558.0,666000.0,Unaccompanied,Working,3,Married,House / apartment,0.022625,-12955,-4106.0,-7054.0,-5164,,1,1,0,1,1,1,Managers,2.0,2,2,0,15,0,0,0,0,0,0,Medicine,0.5527719020519871,0.6166372926426479,0.07010884382735824,1.0,1.0,1.0,1.0,-1547.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0,False,4.652374999741535,0.2530999999859389,134442.0,1.2573986486297688,171427.50001,18.38156854594548,0.31694326539324064,5,2.0,0.0,60000.0,0,1
56,56,100064,0,Cash loans,F,0,0,0,67500.0,298728.0,15381.0,202500.0,Family,Pensioner,1,Single / not married,Municipal apartment,0.019101,-21621,,-2019.0,-1344,,1,0,0,1,0,0,XNA,1.0,2,2,0,9,0,0,0,0,0,0,XNA,,0.6227082733555896,0.1694287272664794,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.425599999344357,0.22786666663290864,52119.0,1.4751999999271508,96228.00001,19.42188413014636,,2,1.0,0.0,33750.0,0,1
57,57,100068,0,Revolving loans,M,0,1,0,81000.0,247500.0,12375.0,247500.0,Unaccompanied,Working,1,Married,House / apartment,0.031329,-18248,-2351.0,-4375.0,-1721,,1,1,1,1,1,0,Security staff,2.0,2,2,2,14,0,0,0,0,1,1,Security,0.2377197192577024,0.6091352920795285,0.5136937663039473,2.0,0.0,2.0,0.0,-167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0555555551783264,0.15277777775891632,68625.0,0.999999999959596,1e-05,19.999999983838386,0.12883603689655634,5,2.0,0.0,27000.0,2,0
58,58,100069,0,Cash loans,M,1,1,1,360000.0,640458.0,27265.5,517500.0,Unaccompanied,Working,1,Separated,House / apartment,0.00733,-14186,-1743.0,-2128.0,-4982,10.0,1,1,0,1,0,0,Laborers,2.0,2,2,0,11,0,1,1,0,1,1,Transport: type 4,,0.2567370429595146,0.7076993447402619,0.0,0.0,0.0,0.0,-112.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,False,1.7790499999505818,0.07573749999789617,332734.5,1.237599999976085,122958.00000999999,23.489684757847947,0.12286761604600847,3,1.0,2.777777777700617e-06,120000.0,4,1
59,59,100070,0,Cash loans,M,1,1,0,540000.0,1227901.5,46899.0,1129500.0,Unaccompanied,Working,3,Widow,House / apartment,0.032561,-20544,-2091.0,-6846.0,-566,2.0,1,1,1,1,0,0,Managers,1.0,1,1,1,14,0,0,0,0,0,0,Business Entity Type 3,,0.6535972121081295,0.33928769990891394,0.0,0.0,0.0,0.0,-1377.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.2738916666245577,0.08684999999839167,493101.0,1.0871195219027256,98401.50001,26.18182689904223,0.10178154210561796,4,1.0,0.0,270000.0,0,1
60,60,100071,0,Cash loans,F,0,1,0,180000.0,1663987.5,86989.5,1588500.0,Family,Commercial associate,1,Married,House / apartment,0.018801,-20121,-2446.0,-6755.0,-2177,,1,1,0,1,0,0,Accountants,2.0,2,2,0,12,0,0,0,0,0,0,Industry: type 11,,0.5706663563799912,0.6971469077844458,0.0,0.0,0.0,0.0,-1572.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,False,9.244374999486423,0.4832749999731514,93010.5,1.0475212464523291,75487.50001,19.128601725595782,0.1215645346262932,3,2.0,0.0,60000.0,0,1
61,61,100072,0,Cash loans,M,0,0,0,180000.0,1080000.0,44118.0,1080000.0,Unaccompanied,Working,2,Single / not married,With parents,0.010006000000000001,-7907,-1324.0,-4557.0,-586,,1,1,0,1,0,1,Sales staff,1.0,2,1,1,9,0,0,0,0,0,0,Trade: type 2,,0.0265407750366898,0.43473324875017305,0.0,0.0,0.0,0.0,-725.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,False,5.999999999666668,0.2450999999863833,135882.0,0.9999999999907406,1e-05,24.479804156017995,0.16744656654539847,4,1.0,0.0,90000.0,0,0
62,62,100073,0,Cash loans,M,1,1,0,324000.0,1130760.0,40189.5,810000.0,Unaccompanied,Pensioner,3,Civil marriage,House / apartment,0.01885,-22843,,-1042.0,-3967,10.0,1,0,0,1,0,0,XNA,2.0,2,2,3,9,0,0,0,0,0,0,XNA,,0.7330511930996613,0.2340151665320674,0.0,0.0,0.0,0.0,-2385.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,True,3.489999999892284,0.1240416666628382,283810.5,1.3959999999827657,320760.00001,28.13570708067139,,2,2.0,0.0,108000.0,0,1
63,63,100075,0,Cash loans,F,0,0,0,112500.0,95940.0,10462.5,90000.0,Family,Working,3,Single / not married,House / apartment,0.00496,-12240,-3720.0,-5246.0,-4541,,1,1,0,1,0,0,XNA,1.0,2,2,0,14,0,0,0,0,0,0,University,0.2996061411205129,0.6645439411246608,0.4920600938649263,0.0,0.0,0.0,0.0,-280.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,False,0.8527999999241955,0.09299999999173332,102037.5,1.0659999998815557,5940.00001,9.16989246435375,0.3039215688757529,3,1.0,0.0,56250.0,0,1
64,64,100076,0,Cash loans,M,1,0,0,180000.0,315000.0,9679.5,315000.0,XNA,Commercial associate,1,Married,House / apartment,0.028663,-13866,-2546.0,-5448.0,-4097,1.0,1,1,0,1,0,0,Drivers,2.0,2,2,0,12,0,0,0,0,0,0,Transport: type 3,,0.5848873555356944,0.09507039584133267,0.0,0.0,0.0,0.0,-3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.749999999902778,0.05377499999701249,170320.5,0.999999999968254,1e-05,32.543003220679786,0.1836145969880388,3,2.0,0.0,60000.0,0,1
65,65,100077,0,Cash loans,M,0,1,0,180000.0,1256400.0,40657.5,900000.0,Unaccompanied,Commercial associate,1,Single / not married,House / apartment,0.072508,-12049,-579.0,-6105.0,-1,,1,1,0,1,0,0,Core staff,1.0,1,1,2,12,0,0,0,0,0,0,Police,0.2867830789116058,0.6473478219828046,0.5620604831738043,4.0,0.0,4.0,0.0,-295.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,False,6.979999999612223,0.2258749999874514,139342.5,1.395999999984489,356400.00001,30.90204758509449,0.04805378043659538,3,1.0,0.0,90000.0,0,1
66,66,100078,0,Cash loans,F,1,1,0,180000.0,1035000.0,43983.0,1035000.0,Unaccompanied,State servant,3,Married,House / apartment,0.028663,-19550,-4856.0,-6836.0,-3084,21.0,1,1,0,1,0,0,Core staff,2.0,2,2,1,9,0,0,0,0,0,0,Government,0.7961611232881004,0.5172704004425673,0.4294236843421945,0.0,0.0,0.0,0.0,-1594.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False,5.749999999680556,0.244349999986425,136017.0,0.9999999999903382,1e-05,23.5318191065794,0.2483887469301221,3,2.0,0.0,60000.0,0,1
67,67,100079,0,Revolving loans,M,0,1,0,225000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,1,Separated,Municipal apartment,0.00733,-15359,-114.0,-5076.0,-2922,,1,1,0,1,0,0,Laborers,1.0,2,2,3,9,0,0,0,0,1,1,Construction,0.20247737407460809,0.5619229565929612,0.4135967602644276,0.0,0.0,0.0,0.0,-662.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,False,1.1999999999466666,0.05999999999733334,211500.0,0.9999999999629628,1e-05,19.999999985185184,0.007422358231279612,3,1.0,0.0,112500.0,2,0
68,68,100080,0,Revolving loans,F,0,0,1,157500.0,450000.0,22500.0,450000.0,Unaccompanied,Commercial associate,1,Civil marriage,House / apartment,0.010966,-11956,-3154.0,-8118.0,-4143,,1,1,0,1,0,0,Sales staff,3.0,2,2,6,10,0,0,0,0,0,0,Kindergarten,0.4115064104251909,0.12388829228441395,0.8327850252992314,,,,,-1711.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,False,2.857142856961452,0.14285714284807258,135000.0,0.9999999999777778,1e-05,19.99999999111111,0.2638006024287392,3,2.0,6.349206348803225e-06,39375.0,0,0
69,69,100081,0,Cash loans,M,1,0,0,180000.0,450000.0,21109.5,450000.0,Unaccompanied,Commercial associate,1,Civil marriage,House / apartment,0.014519999999999996,-10848,-121.0,-4809.0,-3494,20.0,1,1,0,1,0,0,Laborers,2.0,2,2,5,9,0,0,0,0,0,0,Other,,0.6454384930609306,,1.0,0.0,1.0,0.0,-2519.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,False,2.4999999998611107,0.11727499999348473,158890.5,0.9999999999777778,1e-05,21.31741631904241,0.011154129803792523,3,2.0,0.0,60000.0,0,1
70,70,100082,0,Cash loans,M,0,0,2,180000.0,450000.0,21109.5,450000.0,Unaccompanied,Commercial associate,3,Married,House / apartment,0.01885,-12009,-2844.0,-1377.0,-3656,,1,1,1,1,1,0,Laborers,4.0,2,2,0,12,0,0,0,0,0,0,Business Entity Type 3,0.35770654726206136,0.6865047975453018,0.39449540531239935,0.0,0.0,0.0,0.0,-1003.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,False,2.4999999998611107,0.11727499999348473,158890.5,0.9999999999777778,1e-05,21.31741631904241,0.23682238340979464,5,2.0,1.1111111110493828e-05,36000.0,0,1
71,71,100083,0,Cash loans,M,1,1,0,103500.0,573628.5,24435.0,463500.0,Unaccompanied,Working,1,Married,House / apartment,0.009656999999999999,-15406,-892.0,-341.0,-4176,22.0,1,1,0,1,0,0,Laborers,2.0,2,2,0,18,0,0,0,0,0,0,Business Entity Type 3,0.2707661633733818,0.7071263161734994,0.5971924268337128,2.0,1.0,2.0,1.0,-2053.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False,5.542304347290598,0.2360869564989288,79065.0,1.2376019417208717,110128.50000999999,23.475690598127407,0.0578995197052444,3,2.0,0.0,34500.0,0,1
72,72,100084,0,Cash loans,M,0,1,2,225000.0,495351.0,26140.5,459000.0,Unaccompanied,Working,1,Separated,House / apartment,0.02461,-14860,-1156.0,-23.0,-1072,,1,1,0,1,0,0,Laborers,3.0,2,2,4,10,0,0,0,0,0,0,Business Entity Type 3,,0.5705270507243844,0.6940926425266661,1.0,0.0,1.0,0.0,-1475.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,False,2.201559999902153,0.11617999999483646,198859.5,1.0791960784078607,36351.00001,18.949561018745023,0.0777927322192414,3,1.0,8.888888888493827e-06,56250.0,0,2
73,73,100085,0,Cash loans,M,0,1,1,157500.0,755190.0,28894.5,675000.0,Unaccompanied,Working,1,Married,House / apartment,0.016612000000000002,-11187,-2224.0,-3253.0,-3723,,1,1,1,1,0,0,Drivers,3.0,2,2,2,12,0,0,0,0,0,0,Business Entity Type 1,,0.3687189849837431,0.35895122857839673,7.0,0.0,7.0,0.0,-1175.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.794857142552708,0.1834571428454948,128605.5,1.1187999999834253,80190.00001,26.13611586075685,0.19880218128077426,4,2.0,6.349206348803225e-06,39375.0,0,2
74,74,100086,0,Cash loans,F,0,1,1,135000.0,675000.0,21775.5,675000.0,Unaccompanied,Commercial associate,3,Widow,House / apartment,0.019101,-14264,-2492.0,-4327.0,-4517,,1,1,0,1,0,0,Laborers,2.0,2,2,3,12,0,0,0,0,0,0,Self-employed,,0.5698732368655826,0.1986200451074864,0.0,0.0,0.0,0.0,-1597.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,4.0,2.0,False,4.999999999629631,0.16129999998805186,113224.5,0.9999999999851852,1e-05,30.998140097357968,0.17470555256218842,3,1.0,7.407407406858711e-06,45000.0,0,1
75,75,100087,0,Cash loans,F,0,1,1,202500.0,1288350.0,37800.0,1125000.0,Unaccompanied,Working,1,Married,House / apartment,0.003069,-17542,-2011.0,-1529.0,-988,,1,1,0,1,0,0,Cooking staff,3.0,3,3,4,11,0,0,0,0,0,0,Self-employed,,0.5720641471414096,0.19182160241360605,2.0,1.0,2.0,1.0,-1230.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False,6.362222221908039,0.18666666665744855,164700.0,1.1451999999898204,163350.00001,34.08333332431658,0.11463915181543675,3,2.0,4.938271604694407e-06,50625.0,0,1
